C/A;UNIT;SCP;STATION; LINENAME; DIVISION; DATEn;TIMEn;DESCn;ENTRIESn;EXITSn
A010;R080;00-00-06;57 ST-7 AV;NQRW;BMT;06/02/2017;08:00:00;REGULAR;0016598459;0004790923                                          
A010;R080;00-00-06;57 ST-7 AV;NQRW;BMT;06/02/2017;12:00:00;REGULAR;0016598914;0004791156                                          
A010;R080;00-00-06;57 ST-7 AV;NQRW;BMT;06/02/2017;16:00:00;REGULAR;0016599668;0004791295                                          
A010;R080;00-00-06;57 ST-7 AV;NQRW;BMT;06/02/2017;20:00:00;REGULAR;0016600914;0004791410                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/27/2017;00:00:00;REGULAR;0027592750;0005630229                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/27/2017;04:00:00;REGULAR;0027592873;0005630242                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/27/2017;08:00:00;REGULAR;0027592972;0005630291                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/27/2017;12:00:00;REGULAR;0027593488;0005630437                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/27/2017;16:00:00;REGULAR;0027594324;0005630530                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/27/2017;20:00:00;REGULAR;0027595308;0005630592                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/28/2017;00:00:00;REGULAR;0027596006;0005630630                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/28/2017;04:00:00;REGULAR;0027596139;0005630638                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/28/2017;08:00:00;REGULAR;0027596212;0005630665                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/28/2017;12:00:00;REGULAR;0027596609;0005630799                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/28/2017;16:00:00;REGULAR;0027597346;0005630927                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/28/2017;20:00:00;REGULAR;0027598295;0005630992                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/29/2017;00:00:00;REGULAR;0027598785;0005631031                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/29/2017;04:00:00;REGULAR;0027598855;0005631036                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/29/2017;08:00:00;REGULAR;0027598928;0005631072                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/29/2017;12:00:00;REGULAR;0027599273;0005631159                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/29/2017;16:00:00;REGULAR;0027599912;0005631271                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/29/2017;20:00:00;REGULAR;0027600676;0005631348                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/30/2017;00:00:00;REGULAR;0027601135;0005631374                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/30/2017;04:00:00;REGULAR;0027601207;0005631377                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/30/2017;08:00:00;REGULAR;0027601435;0005631523                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/30/2017;12:00:00;REGULAR;0027602334;0005631734                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/30/2017;16:00:00;REGULAR;0027603339;0005631876                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/30/2017;20:00:00;REGULAR;0027605241;0005631973                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/31/2017;00:00:00;REGULAR;0027605999;0005632018                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/31/2017;04:00:00;REGULAR;0027606119;0005632025                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/31/2017;08:00:00;REGULAR;0027606380;0005632156                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/31/2017;12:00:00;REGULAR;0027607342;0005632380                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/31/2017;16:00:00;REGULAR;0027608443;0005632533                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;05/31/2017;20:00:00;REGULAR;0027610331;0005632610                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;06/01/2017;00:00:00;REGULAR;0027611358;0005632652                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;06/01/2017;04:00:00;REGULAR;0027611506;0005632657                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;06/01/2017;08:00:00;REGULAR;0027611743;0005632794                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;06/01/2017;12:00:00;REGULAR;0027612791;0005633016                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;06/01/2017;16:00:00;REGULAR;0027613925;0005633142                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;06/01/2017;20:00:00;REGULAR;0027615871;0005633221                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;06/02/2017;00:00:00;REGULAR;0027616840;0005633270                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;06/02/2017;04:00:00;REGULAR;0027617020;0005633277                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;06/02/2017;08:00:00;REGULAR;0027617225;0005633441                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;06/02/2017;12:00:00;REGULAR;0027618184;0005633635                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;06/02/2017;16:00:00;REGULAR;0027619341;0005633764                                          
A010;R080;00-00-07;57 ST-7 AV;NQRW;BMT;06/02/2017;20:00:00;REGULAR;0027621069;0005633843                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/27/2017;00:00:00;REGULAR;0886936242;0492590633                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/27/2017;04:00:00;REGULAR;0886936088;0492590577                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/27/2017;08:00:00;REGULAR;0886936010;0492590379                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/27/2017;12:00:00;REGULAR;0886935713;0492589890                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/27/2017;16:00:00;REGULAR;0886935284;0492589460                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/27/2017;20:00:00;REGULAR;0886934789;0492589080                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/28/2017;00:00:00;REGULAR;0886934373;0492588888                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/28/2017;04:00:00;REGULAR;0886934267;0492588853                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/28/2017;08:00:00;REGULAR;0886934205;0492588750                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/28/2017;12:00:00;REGULAR;0886933997;0492588353                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/28/2017;16:00:00;REGULAR;0886933674;0492587837                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/28/2017;20:00:00;REGULAR;0886933158;0492587537                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/29/2017;00:00:00;REGULAR;0886932840;0492587381                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/29/2017;04:00:00;REGULAR;0886932761;0492587365                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/29/2017;08:00:00;REGULAR;0886932723;0492587235                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/29/2017;12:00:00;REGULAR;0886932523;0492586856                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/29/2017;16:00:00;REGULAR;0886932198;0492586484                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/29/2017;20:00:00;REGULAR;0886931864;0492586166                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/30/2017;00:00:00;REGULAR;0886931560;0492586056                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/30/2017;04:00:00;REGULAR;0886931513;0492586045                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/30/2017;08:00:00;REGULAR;0886931399;0492585451                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/30/2017;12:00:00;REGULAR;0886930978;0492583956                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/30/2017;16:00:00;REGULAR;0886930372;0492583361                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/30/2017;20:00:00;REGULAR;0886928856;0492582793                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/31/2017;00:00:00;REGULAR;0886928227;0492582611                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/31/2017;04:00:00;REGULAR;0886928116;0492582591                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/31/2017;08:00:00;REGULAR;0886927969;0492582009                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/31/2017;12:00:00;REGULAR;0886927540;0492580356                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/31/2017;16:00:00;REGULAR;0886926941;0492579668                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;05/31/2017;20:00:00;REGULAR;0886925441;0492579076                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;06/01/2017;00:00:00;REGULAR;0886924728;0492578874                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;06/01/2017;04:00:00;REGULAR;0886924594;0492578847                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;06/01/2017;08:00:00;REGULAR;0886924459;0492578293                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;06/01/2017;12:00:00;REGULAR;0886924007;0492576561                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;06/01/2017;16:00:00;REGULAR;0886923374;0492575944                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;06/01/2017;20:00:00;REGULAR;0886921931;0492575303                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;06/02/2017;00:00:00;REGULAR;0886921165;0492575079                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;06/02/2017;04:00:00;REGULAR;0886921017;0492575049                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;06/02/2017;08:00:00;REGULAR;0886920886;0492574425                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;06/02/2017;12:00:00;REGULAR;0886920427;0492572925                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;06/02/2017;16:00:00;REGULAR;0886919720;0492572307                                          
A011;R080;01-00-00;57 ST-7 AV;NQRW;BMT;06/02/2017;20:00:00;REGULAR;0886918469;0492571615                                          
A011;R080;01-00-01;57 ST-7 AV;NQRW;BMT;05/27/2017;00:00:00;REGULAR;0015783950;0017366053                                          
A011;R080;01-00-01;57 ST-7 AV;NQRW;BMT;05/27/2017;04:00:00;REGULAR;0015784054;0017366061                                          
A011;R080;01-00-01;57 ST-7 AV;NQRW;BMT;05/27/2017;08:00:00;REGULAR;0015784098;0017366140                                          
A011;R080;01-00-01;57 ST-7 AV;NQRW;BMT;05/27/2017;12:00:00;REGULAR;0015784328;0017366325                                          
A011;R080;01-00-01;57 ST-7 AV;NQRW;BMT;05/27/2017;16:00:00;REGULAR;0015784659;0017366535                                          
A011;R080;01-00-01;57 ST-7 AV;NQRW;BMT;05/27/2017;20:00:00;REGULAR;0015785085;0017366702                                          
A011;R080;01-00-01;57 ST-7 AV;NQRW;BMT;05/28/2017;00:00:00;REGULAR;0015785368;0017366759                                          
A011;R080;01-00-01;57 ST-7 AV;NQRW;BMT;05/28/2017;04:00:00;REGULAR;0015785452;0017366766                                          
A011;R080;01-00-01;57 ST-7 AV;NQRW;BMT;05/28/2017;08:00:00;REGULAR;0015785495;0017366795                                          
